id,target
2101,0
4467,0
1055,0
988,0
4880,0
6805,0
300,0
8327,0
6906,0
3910,0
3374,0
1127,0
8357,0
5508,0
8765,0
416,0
9924,0
1563,1
9637,1
60,0
8173,1
6741,0
3314,0
4839,1
4861,0
9354,0
8072,0
9677,1
1844,0
6733,0
1323,0
2316,1
422,0
6014,1
7313,0
9993,0
4668,0
147,0
8449,0
5361,0
7258,1
431,0
2182,1
897,1
5451,1
3539,1
8525,0
5158,1
5610,0
6739,0
9876,0
2712,0
8826,0
8227,0
3385,1
8532,0
9477,1
6533,0
1589,1
4439,0
5737,1
1944,1
850,1
537,0
4805,1
10649,0
980,0
6290,1
9305,0
4612,1
9190,1
10122,0
9437,0
4192,0
7162,0
6288,0
9693,0
2247,1
9394,1
3258,1
1231,0
8819,0
3930,1
5601,1
1410,0
7509,1
5419,0
9999,0
6600,0
4949,0
9331,0
10495,1
9947,0
10477,1
2806,1
7859,1
6489,0
8193,0
5398,1
2127,0
8053,1
943,0
7615,0
1906,1
8593,0
4746,0
7041,0
4469,1
6498,0
562,1
2862,0
4484,0
3251,0
8950,0
4229,0
6986,1
391,1
3757,0
2165,0
9696,0
10664,1
5133,0
5239,0
5388,0
8462,0
4921,0
4420,0
1019,0
6659,0
995,0
3382,1
4346,1
1978,1
6028,0
7564,1
3444,1
2378,0
6235,1
6680,1
6822,0
949,0
10357,0
3420,0
6136,1
3438,0
4263,0
1101,0
10298,0
6316,1
9228,1
10725,0
5936,0
7632,0
8521,0
214,1
3986,0
6786,1
4663,0
6976,0
9424,1
9996,0
10373,1
566,1
9017,0
2847,1
9624,1
2439,0
2200,0
634,1
2930,0
6609,0
6270,0
954,0
5872,1
6018,0
3878,0
5597,0
9129,1
6313,0
8107,1
1528,0
8469,0
6063,0
2578,0
4188,0
5941,0
9817,0
9048,1
3269,0
515,1
3352,0
5682,0
1668,1
306,0
5639,0
10619,1
2997,0
8198,0
4009,1
3331,0
4208,1
9726,0
9036,0
2380,1
2283,0
3558,0
1047,0
10796,0
1806,1
3028,0
4433,0
1641,1
8124,1
6995,0
236,1
2526,1
239,1
8617,1
10742,1
10643,0
4473,0
1184,0
6782,1
4360,1
3852,0
10642,0
8340,0
7911,0
140,1
7779,1
6901,1
6468,1
3156,0
7212,1
9882,0
8192,1
8821,0
7487,0
6777,0
3720,1
5393,1
1891,0
10797,0
7786,1
5370,0
9649,0
830,1
6589,0
414,0
7450,0
9104,1
9530,0
9335,0
9893,0
8302,0
10180,1
10633,1
9443,1
5045,1
1446,0
169,1
115,0
4485,0
3571,0
6797,0
3511,1
7483,0
7716,0
7449,0
4106,1
8207,0
3823,0
2986,0
10225,1
1210,0
10312,0
9516,1
1912,0
9895,0
9399,1
821,0
4286,1
4932,0
4512,0
6428,0
3332,1
6713,0
3677,0
6868,1
3127,1
8597,0
4048,1
6673,1
3063,1
9229,1
2411,0
6691,0
9046,1
7308,1
865,1
10019,1
2966,0
3213,0
1068,0
3703,0
497,0
2030,1
4409,0
1163,0
9512,1
10465,1
6321,1
722,0
2595,0
2626,0
7586,1
9476,1
8338,0
8148,1
9037,0
10267,1
1193,1
7454,0
3020,0
10165,1
4040,1
2313,1
10103,1
8649,1
51,1
4976,0
1187,0
8600,1
500,0
3113,1
10094,1
8569,0
10514,1
4234,0
1403,0
975,0
1220,0
1862,0
8796,0
3931,0
539,0
5615,1
10131,0
10694,0
8824,0
8199,0
6435,1
3707,0
10425,0
9091,1
3651,0
9825,0
6798,0
6054,1
1984,1
7829,0
1489,0
3207,0
3920,1
6818,0
3843,0
3424,0
9111,1
9261,0
5802,0
10579,0
825,0
696,1
10095,1
2404,0
4817,1
1729,0
9662,1
3813,0
2567,0
8566,0
2104,0
8465,0
1471,0
155,0
7375,0
9635,1
9312,0
5129,1
880,1
4460,0
4751,0
1468,0
7516,1
5866,1
9803,0
1536,1
10437,1
2287,0
557,1
9747,1
9369,0
1583,1
7841,0
6408,1
7997,0
586,1
6587,0
8420,1
9798,0
5026,0
7948,0
8090,1
2469,0
5782,1
507,0
8583,0
811,1
9400,0
4037,0
9043,1
6180,1
4510,0
4035,1
3580,1
3885,0
6581,0
4558,1
8290,1
7655,0
8063,1
6508,0
10836,1
3267,0
5422,0
10547,0
4763,1
9461,1
2525,1
5968,0
10404,0
8099,1
1086,0
10801,0
359,1
7207,1
10874,1
10133,0
2563,1
5616,1
8186,1
5681,0
2824,1
1512,0
8828,0
9527,0
5246,0
7798,0
5463,0
3711,0
2781,0
6231,0
2005,1
6117,0
3427,0
10389,0
1398,0
9546,0
10758,1
10645,1
2904,0
8975,0
227,1
1358,0
3315,0
3791,1
3449,0
2750,0
4613,1
2054,1
5572,1
4811,0
2335,1
1946,0
7966,1
4474,0
2013,0
4816,0
7778,1
10261,0
6718,0
1629,1
10668,0
8918,0
3214,0
9811,0
701,0
7466,0
2065,0
3502,1
9648,1
12,1
5994,1
6599,0
1404,0
3041,0
5215,0
1434,0
3206,1
6720,0
4390,1
5438,1
3453,1
9389,0
4837,0
8910,0
2918,0
7792,1
6674,0
9827,1
1060,0
3818,0
2253,1
6186,0
3804,0
7245,0
7246,1
7384,0
2789,0
10096,1
7346,0
9442,1
1734,1
5077,1
10556,1
5630,1
1548,1
7151,1
9336,0
5862,1
9138,1
8022,0
5859,0
10285,0
2654,0
7901,1
1274,0
7107,0
8820,0
4137,1
7896,0
7574,1
8833,0
5527,0
1197,0
9956,0
9214,1
9427,1
5057,0
6574,0
593,0
6846,0
1746,0
430,0
6447,1
10196,0
125,0
3169,0
2201,0
5399,1
8501,0
711,1
9487,1
7152,0
2705,0
1260,0
2029,1
5895,0
1176,0
6212,0
2369,0
8427,1
9003,0
8814,0
8917,0
4574,0
7732,0
8316,0
3746,0
4195,0
6652,1
7508,1
8756,0
3035,0
8867,0
1438,0
1550,1
6938,0
7469,0
969,0
4222,0
8495,0
9302,0
6279,0
2639,1
9647,1
3233,0
8160,1
8645,1
5546,0
10311,0
924,1
10838,1
8248,0
973,0
7087,0
8442,0
1732,1
3714,0
1896,1
4053,1
970,1
6957,0
7007,1
6958,1
7664,0
6487,1
7541,1
9068,1
84,1
4285,1
4461,1
549,1
9711,1
4939,1
7705,0
6275,0
7113,0
2805,0
1357,0
4638,0
4885,0
2021,1
127,1
1872,0
9570,0
4502,0
3366,0
3871,0
8772,0
8482,0
8771,0
5048,1
9626,1
7219,1
1465,0
9295,0
3298,0
10145,0
6062,1
1640,1
5969,0
5440,1
7096,1
2484,0
10397,0
4215,1
9019,0
9543,0
4280,0
8343,0
2167,1
5702,1
6650,1
1370,1
673,1
8293,1
7920,1
1115,0
4162,0
2650,1
428,0
5240,0
3442,1
1879,0
9561,0
2636,1
9433,1
645,1
7858,0
6239,0
3740,0
3129,1
2,1
374,1
7099,0
2328,1
6768,0
9588,0
4308,0
2381,0
3333,0
5574,0
5742,1
8281,0
4902,0
8563,0
7239,1
8166,1
7900,1
10158,1
554,0
1265,1
6778,1
449,0
869,1
9545,1
1819,1
10526,1
5237,0
7964,1
4364,1
8925,0
3751,0
3884,1
9165,1
1059,0
9327,0
922,1
6904,1
3576,0
10542,0
8230,1
5483,0
1025,0
545,0
351,0
1858,0
7745,1
5636,1
10343,0
5643,1
1884,0
3254,0
3257,1
376,0
10858,1
9227,1
7363,0
778,1
7951,1
2529,1
2989,1
6266,0
10279,0
3146,1
1131,0
10282,1
4151,0
1161,0
5562,0
1192,0
6889,1
1027,0
8619,1
4963,0
1765,1
192,0
3915,1
278,0
8268,0
5111,1
756,0
5735,1
6838,0
257,0
772,0
5880,0
6289,1
5596,0
5012,1
3672,0
4187,0
2137,1
5749,1
10063,1
10447,1
10856,1
4015,0
10652,1
7123,1
179,0
10230,1
10242,0
3194,0
10309,0
10531,1
8861,0
10807,0
116,1
7777,1
10417,0
5376,1
7853,0
5731,1
8007,1
3734,0
7303,1
2152,0
7057,0
8326,0
6531,1
7182,0
5472,0
6264,0
10403,0
10254,0
9475,1
9158,1
5121,1
8151,1
7385,0
3164,1
5009,1
1344,0
7011,0
7322,0
620,1
5844,1
9821,1
5081,1
9628,1
8940,0
553,1
9065,1
3614,0
4873,0
223,0
2558,1
10597,0
8479,0
2798,0
9939,0
9515,1
5993,1
8426,1
7875,1
5917,0
1292,0
6309,1
6042,0
304,1
7985,1
7279,1
3612,0
7209,1
2048,1
6333,1
676,0
9534,1
10717,0
10185,1
154,0
30,0
2961,0
3226,0
8554,0
4193,0
5971,0
4120,1
350,0
5549,0
4623,0
10178,1
3546,1
1930,1
6142,0
2345,0
9725,0
3378,1
282,0
6432,1
3208,0
3247,1
1108,0
6176,1
1159,0
8977,0
9975,1
1299,0
595,1
392,1
4344,1
6379,0
6155,1
373,0
4838,1
1172,0
648,0
6645,0
6886,1
8891,0
5914,0
7249,1
6558,0
2818,1
2511,1
9682,1
4291,0
8602,0
10778,1
2393,1
6442,0
8652,1
4338,1
1063,0
224,1
167,0
6924,0
9024,0
5307,1
5750,1
1413,0
3187,0
379,0
2185,1
21,0
8590,0
8870,0
5156,1
5147,1
8827,0
1743,0
2196,1
9621,1
8381,0
7917,0
2981,0
10624,1
4002,1
6522,0
4446,0
5709,1
5504,0
3279,0
5761,1
7808,0
111,1
8499,0
2810,1
9155,1
3350,0
317,0
7257,1
4179,0
3867,0
2577,1
8527,0
3491,1
6307,1
10701,0
10181,1
3461,1
8197,0
7549,1
6260,0
9784,0
6360,1
6717,0
3375,0
9284,0
10292,0
9867,0
4603,1
9021,0
3017,0
4501,0
7942,0
2371,0
1557,1
1030,0
1039,0
494,1
6095,0
9213,1
9279,0
8960,0
9056,1
3271,0
7741,0
839,1
8050,1
9184,1
4505,0
6168,1
7016,0
2809,1
2120,0
9136,1
1033,1
9498,1
2737,0
5100,1
10475,1
1704,1
7271,1
3622,0
5456,0
8206,0
1778,0
9970,0
1825,1
5405,1
1913,0
7922,0
5823,0
6291,1
4950,0
10326,0
4394,1
8152,1
6182,0
1855,0
7472,0
7404,0
8277,1
2401,0
2202,1
505,0
5327,0
1144,0
7624,0
5986,0
933,0
9011,0
9584,0
8353,0
5086,1
9241,1
6771,1
7995,1
8424,1
259,0
4796,1
1541,0
5311,0
6353,0
7038,0
9727,0
1697,1
6969,1
4733,1
9528,1
4207,1
2949,0
1233,0
6439,1
2208,0
8911,0
10205,0
4647,1
5421,0
8616,1
3767,0
3898,1
10123,0
2607,0
3599,0
10595,1
1430,0
5768,1
4136,1
4540,0
3135,1
572,1
5533,0
2473,0
5441,0
2037,1
749,0
2365,0
3882,1
8630,0
2928,0
2800,0
5666,0
3728,0
6509,1
4780,1
4977,0
10108,0
7293,1
4369,1
7035,0
9851,0
2155,0
10586,1
6791,1
8269,0
10435,1
29,0
4645,0
10497,0
5762,1
3671,0
2444,0
4916,1
9160,1
3693,0
8123,1
7100,0
6496,0
2850,0
6677,0
7427,1
324,0
9459,1
5447,0
7170,0
3457,1
342,0
8493,0
7806,0
5846,1
417,0
5091,1
5536,0
7471,0
2746,0
189,0
1516,0
4965,1
3769,0
9578,0
766,0
4399,0
6236,0
8634,1
2130,0
9201,1
123,0
2967,0
9444,1
8849,0
1998,1
2962,1
9014,0
10602,1
6521,0
2168,0
9310,0
2162,0
2618,0
8990,0
1736,0
5857,0
4801,1
150,0
403,0
6378,1
10459,1
10154,0
3032,1
5512,0
4776,1
8749,0
8876,0
5225,0
1165,0
8592,0
3925,0
5877,1
1330,0
1428,0
5973,0
4806,1
1169,0
3564,0
718,0
1592,1
1246,0
10661,1
4652,0
6544,1
6483,1
1133,1
3801,0
6016,0
3701,1
7004,0
7538,1
6666,1
2958,0
7409,0
10740,1
2906,0
3966,0
8358,0
7690,0
7389,0
5738,1
10161,0
10015,0
6851,1
2302,0
4417,0
5453,0
7462,0
8703,0
8108,0
10454,1
5474,0
511,0
8263,1
6456,1
2859,1
6229,0
6615,0
7838,0
7730,0
286,1
8818,0
8333,1
8701,1
230,1
5696,1
3384,0
2634,1
5112,1
2812,1
966,0
5173,1
3273,0
6214,1
9357,0
6747,0
6696,1
9743,0
1366,0
8439,0
9069,1
5014,0
10328,0
2764,0
9390,0
4937,1
7200,0
9720,0
9359,0
10190,1
8604,0
5163,0
3699,0
1329,0
3665,0
10232,1
9198,0
5036,1
8573,0
3326,0
3792,1
6082,1
8092,0
7177,0
58,0
7704,0
2699,0
3946,0
2344,0
4259,0
7464,0
10388,0
6351,1
10104,1
9370,0
10594,1
10865,1
8951,1
9364,0
5427,1
7079,0
8380,0
3963,1
9202,1
3246,0
5294,1
8679,1
2690,0
6753,0
7401,0
4231,1
4367,1
5910,0
2685,0
3441,1
3590,0
9758,0
4067,1
5312,0
1578,0
10816,0
789,0
7625,0
771,0
3615,0
4683,1
11,1
6161,1
8549,0
6829,0
6080,1
1630,1
10024,0
2252,1
3343,0
7890,0
4236,1
3978,1
3654,0
6923,0
7379,0
3178,0
6010,1
10549,0
2738,0
7341,1
6803,0
10868,1
2088,1
7145,0
9521,1
10791,0
1492,1
1333,0
2331,0
7351,0
1854,0
5216,0
4605,0
1902,0
6584,0
5530,0
439,0
488,0
8011,0
9426,0
8384,0
2276,1
6743,0
4277,1
7422,0
3,1
1795,1
1805,1
6067,1
10271,0
4023,0
8313,1
9773,0
4583,1
8898,0
6728,0
4500,1
8080,0
3067,1
909,0
4904,0
7637,0
3426,1
6755,1
275,1
8323,1
10233,1
5779,1
925,0
369,1
9415,1
2804,1
6114,0
6433,1
8328,0
7986,1
3307,0
1612,0
3709,1
4506,0
2025,0
4287,0
3799,0
9622,1
6671,0
4422,0
4174,0
7102,0
9523,1
3698,0
8877,0
8260,1
1092,0
5511,0
9412,1
99,1
7979,1
10408,0
3316,0
1564,0
4004,1
3110,1
1678,0
3033,0
913,1
9954,0
7904,1
8958,1
4294,1
7445,0
9013,0
6685,0
743,1
6280,0
6149,0
8671,0
3856,0
8466,0
1529,1
2187,0
2032,0
5785,0
9936,0
742,1
3467,1
6006,1
5268,0
8794,0
2433,0
3731,0
1426,0
7597,1
764,0
6538,0
2897,0
1782,1
6295,1
3981,1
10510,0
8342,0
3556,0
2596,0
2938,1
4804,0
7511,1
4481,0
1386,0
4389,1
2062,0
5976,0
5006,0
4477,0
9900,0
9070,0
1016,1
9125,1
4772,1
7339,1
3574,0
7220,0
10228,1
6179,1
295,0
1624,0
8731,0
8272,1
4618,1
5250,1
5591,0
2638,0
101,0
5860,1
8773,0
9340,0
917,1
4267,0
7845,1
8200,0
1748,1
2747,0
9892,0
2178,1
7085,0
3678,0
7336,0
7411,0
7884,0
5023,0
5431,1
3790,0
3234,0
9066,1
8229,0
2697,0
9848,0
1255,0
1322,0
8901,0
9658,0
10699,0
7667,0
2053,0
10528,1
4115,1
6008,0
6426,1
6029,1
1681,1
10845,1
9176,1
6409,1
5691,1
4109,0
6752,1
6865,1
8319,0
1451,0
7172,0
2653,0
9799,0
3409,0
10493,1
7238,1
7429,0
4928,0
6517,1
4007,1
7567,1
7396,0
9805,0
3224,0
2093,0
2686,0
10353,0
2268,0
6319,1
6578,0
6251,0
3644,0
4841,1
2919,0
5897,0
7886,1
861,1
9614,1
1266,0
6040,0
6641,1
9951,0
7484,0
692,0
10491,1
6284,0
284,0
6089,0
7899,1
200,1
5811,1
8626,1
1871,1
255,1
5360,0
9615,1
3809,0
2495,0
6352,1
75,1
2338,1
1794,0
7682,0
858,1
8174,1
3886,0
5478,0
2533,1
9560,0
6780,0
7713,0
1977,1
4126,1
3784,1
1281,0
6081,1
5167,1
5865,1
2008,0
1758,0
8614,0
6705,0
2745,0
3668,0
7243,1
4429,0
4513,0
9429,0
1135,0
3458,1
3971,0
5697,1
1137,1
4226,0
5637,1
5151,1
2623,1
6944,1
8228,0
4066,1
4665,0
8932,0
9199,1
1800,1
122,0
4741,0
3078,0
7347,0
3928,0
2436,0
9517,1
9291,0
9692,1
6460,1
9473,1
2405,0
4676,0
5363,1
8306,0
10128,0
5334,1
10820,0
9483,1
8641,0
9604,0
1100,0
8474,0
2310,1
4781,1
1542,0
1674,1
1285,1
8376,0
760,0
5279,1
6357,1
8803,0
6101,0
9676,1
1087,0
6381,1
4994,0
8460,0
5700,0
4633,0
2868,1
5924,0
1478,0
7440,1
887,1
2392,0
2840,1
9494,1
7998,1
3031,1
8456,0
8535,0
10530,1
950,1
1566,1
1457,0
10738,1
88,0
597,0
3002,0
7856,0
5831,0
7084,0
6590,0
532,0
9863,0
8713,0
10683,0
6189,0
10572,0
2105,0
8564,0
8042,1
639,0
10148,0
9224,1
5394,1
2762,1
555,1
1777,1
3443,0
5878,1
7485,0
2978,1
5303,0
6952,0
1424,0
10828,0
10638,0
7539,1
8519,0
7931,0
8078,1
6242,0
3929,0
1606,0
7974,1
9544,0
9163,1
1107,0
7040,0
6698,0
3488,1
8687,1
780,1
5678,1
8275,0
9073,1
6684,0
6888,1
3291,0
8603,0
7000,0
1517,0
72,0
2610,0
9243,0
618,1
6298,1
3762,1
8305,0
6620,0
610,1
901,0
6431,0
9599,0
7709,0
4278,0
9447,1
7017,0
6124,0
8185,1
10362,0
10221,0
2357,0
2124,0
10235,0
6005,1
8548,0
10002,0
4223,1
10804,0
10532,1
7956,0
627,0
2951,0
1923,1
7353,0
2151,0
5537,0
9383,0
1496,0
8299,0
5977,0
6035,0
4001,0
3601,0
6927,1
4629,0
8544,0
534,0
6947,0
35,0
6308,0
1147,1
2589,1
2004,1
1397,0
6623,0
1849,0
42,0
6922,0
715,1
2322,0
1256,0
6856,0
8922,0
8779,0
288,1
8995,0
460,0
22,0
4165,0
6657,0
8769,1
1013,1
1867,0
9966,0
1481,0
4827,1
3353,1
207,1
6891,0
3422,1
1268,0
2449,0
8407,1
2972,0
7399,0
7284,1
339,0
47,0
3985,1
590,1
4927,0
7119,0
1539,0
7697,0
4447,0
9742,1
10504,0
8086,0
9316,0
8470,0
5879,1
10861,1
4155,0
1291,0
228,1
3547,1
7879,0
2106,0
7676,0
776,0
10719,0
6564,0
7103,0
2291,0
1007,0
7500,1
10354,1
2979,0
7269,0
1708,1
1313,0
7189,0
7020,0
7406,0
10026,0
9115,1
4118,1
9700,0
90,0
5806,1
2249,1
2999,0
3600,0
7596,0
5660,0
2147,0
10569,0
10653,0
8134,1
1904,1
7665,0
5755,1
7495,1
3094,0
9423,0
8325,0
626,0
6424,1
8303,0
3781,1
8220,0
5289,0
1325,0
5118,1
6710,0
10257,0
3399,1
9105,1
3912,0
7156,0
10022,0
1367,0
8928,0
5585,0
1926,0
9518,0
4764,1
2716,0
3088,1
747,0
9786,1
6592,0
2072,1
1874,1
4554,1
378,1
10452,1
7217,1
7455,0
3624,0
6121,0
2320,0
5839,1
6887,0
2383,1
3040,0
4013,0
10068,1
4070,0
4443,0
4069,1
8792,1
5435,1
3909,1
9205,1
4545,1
9855,0
1680,1
4591,1
8730,0
4186,0
10051,0
5820,0
5852,1
6457,0
8594,1
9236,1
5364,0
8588,0
5756,1
8552,0
5940,0
831,1
3749,0
4685,1
2718,0
1846,1
7090,0
2977,0
1749,0
5606,1
8884,0
4660,0
6612,0
9108,1
3987,1
3811,0
6866,0
400,0
5348,1
8082,0
5945,0
10761,1
5217,1
2586,1
103,0
1097,0
4761,0
4075,1
6209,0
741,1
433,0
7606,0
6987,1
2206,1
4290,0
1655,1
8873,0
1171,0
4586,1
1125,0
3321,1
1664,1
9188,1
3817,0
6367,0
1417,0
7181,0
10714,1
1894,0
3606,0
2874,0
3050,0
10219,1
333,0
6942,1
8403,0
5108,1
695,0
9917,0
3065,0
1964,0
3630,0
1423,0
5030,0
7794,1
1336,0
4686,0
910,1
2269,0
2776,0
6524,0
1730,0
1581,0
9234,1
5550,0
5288,0
1820,1
4258,1
7770,1
5747,1
10346,0
7684,0
8373,0
7620,0
1829,0
793,0
9902,0
7486,0
6651,0
387,1
3687,0
6859,1
6539,1
8611,0
2914,0
7927,1
3360,1
166,0
1248,0
8529,0
4370,1
4082,1
124,1
1295,0
601,0
5648,0
3516,1
7066,0
8943,0
2290,0
4855,1
1988,1
4102,1
4169,0
1785,0
9497,1
8033,1
698,0
3616,0
3538,1
5333,0
7708,0
1903,0
8565,0
8307,0
6390,1
3220,0
10134,0
2170,0
591,0
6869,1
2772,0
8822,0
6715,0
616,0
5516,0
1993,0
1830,0
7448,0
4283,0
3330,1
8874,0
10200,1
8233,1
6639,1
1783,1
9977,0
3541,1
8675,1
9464,1
3943,0
8882,0
8395,1
4419,0
7117,0
9299,0
10703,1
1656,1
8322,1
6444,1
8879,0
4824,0
8004,1
1997,1
9804,0
6895,0
7814,0
10773,1
6129,0
152,0
9318,0
650,0
5329,1
9356,0
9092,1
3545,1
6606,0
5042,0
2218,0
5813,1
3203,0
827,0
9328,0
2754,0
10097,1
9200,1
2584,0
5915,0
